cijena,kvadratura,broj_soba,sprat,namjesten,vrsta_grijanja,kvadratura_balkona,blindirana_vrata,internet,kablovska_tv,klima,lift,novogradnja,tel_prikljucak,uknjizeno_zk,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,nedavno_adaptiran,udaljenost_od_centra
95000.0,28.0,0.0,23.0,0.0,6.0,0.0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,4966.8
435000.0,103.0,5.0,12.0,0.0,2.0,2.0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1761.1
200000.0,68.0,3.0,15.0,0.0,2.0,5.0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,11482.8
375000.0,100.0,4.0,1.0,0.0,2.0,2.0,1,1,1,1,0,0,1,1,1,0,0,0,0,1,3103.5
380000.0,110.0,3.0,23.0,0.0,5.0,0.0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,3177.8
250000.0,52.0,2.0,17.0,0.0,1.0,4.0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,7346.9
190000.0,53.0,2.0,16.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,5656.9
192500.0,55.0,2.0,12.0,0.0,2.0,4.0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,9272.7
175000.0,50.0,3.0,21.0,1.0,2.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.7
136945.0,45.0,2.0,21.0,1.0,4.0,0.0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,9970.4
209000.0,48.0,2.0,12.0,1.0,1.0,0.0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,3428.3
115900.0,33.0,2.0,23.0,1.0,2.0,0.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,9823.6
199000.0,64.0,2.0,1.0,1.0,1.0,5.0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,11480.0
195250.0,55.0,2.0,16.0,1.0,6.0,0.0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,9049.6
262500.0,75.0,3.0,16.0,1.0,6.0,0.0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,9049.6
122060.0,34.0,0.0,16.0,1.0,6.0,0.0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,9049.6
295000.0,75.0,3.0,12.0,1.0,4.0,0.0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1057.9
166531.0,48.0,2.0,1.0,1.0,4.0,0.0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,9970.4
310926.0,74.0,3.0,12.0,1.0,1.0,0.0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,2305.2
242760.0,60.69,2.0,1.0,1.0,5.0,0.0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,8304.9
246886.0,65.0,3.0,21.0,1.0,1.0,0.0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,2305.2
132900.0,38.0,2.0,1.0,1.0,2.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9823.6
132500.0,39.0,1.5,14.0,1.0,2.0,0.0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,9272.7
105000.0,35.0,1.0,21.0,1.0,4.0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3571.3
130000.0,40.0,2.0,15.0,1.0,2.0,0.0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,8976.7
868500.0,193.0,4.0,5.0,1.0,2.0,0.0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,5589.1
250000.0,65.0,3.0,15.0,1.0,5.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1540.6
171000.0,48.0,2.0,12.0,1.0,1.0,4.0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,5541.3
65000.0,30.0,1.0,22.0,1.0,6.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,16649.8
295000.0,77.0,4.0,12.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3703.1
285192.0,79.0,3.0,19.0,1.0,6.0,6.87,1,1,1,1,1,1,1,1,0,0,1,0,0,0,11864.1
346625.0,131.0,4.0,1.0,1.0,1.0,0.0,1,1,1,0,0,1,1,1,1,0,1,1,0,0,8867.2
145000.0,58.0,2.0,15.0,1.0,2.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,21719.6
180000.0,49.0,1.0,1.0,1.0,5.0,0.0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,3703.1
95000.0,28.0,0.0,19.0,1.0,6.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,9395.8
120000.0,43.0,1.5,3.0,1.0,2.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7316.8
280000.0,87.0,3.0,1.0,1.0,5.0,0.0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,12158.6
64000.0,65.0,2.0,22.0,1.0,5.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9075.4
156000.0,53.0,2.0,21.0,1.0,5.0,0.0,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1464.2
145000.0,41.0,2.0,1.0,1.0,6.0,2.0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,9132.0
255000.0,71.0,3.0,15.0,1.0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4787.8
160000.0,123.0,4.0,1.0,1.0,5.0,0.0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,3729.4
180513.0,52.0,3.0,1.0,1.0,6.0,0.0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,12520.3
146240.0,39.0,2.0,1.0,1.0,6.0,0.0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,12520.3
420500.0,72.5,3.0,1.0,1.0,2.0,0.0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,4353.9
725040.0,120.84,5.0,14.0,1.0,2.0,0.0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,4353.9
365000.0,97.0,2.0,12.0,1.0,0.0,0.0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,3663.5
435000.0,90.0,3.0,1.0,1.0,0.0,16.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3663.5
419000.0,97.0,4.0,3.0,1.0,2.0,12.0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,6328.8
200000.0,87.0,4.0,21.0,1.0,2.0,0.0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,9317.9
143000.0,42.0,1.0,12.0,1.0,2.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,5856.3
230000.0,83.0,3.0,21.0,1.0,2.0,0.0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,9107.6
200000.0,64.0,2.0,23.0,1.0,2.0,0.0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,8400.0
131000.0,64.0,3.0,12.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1225.5
285000.0,79.0,3.0,15.0,1.0,4.0,0.0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,11864.1
180000.0,72.0,3.0,15.0,1.0,2.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,9321.8
346000.0,131.5,4.0,1.0,1.0,5.0,40.0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,8054.0
165000.0,76.0,3.0,21.0,1.0,5.0,4.0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,9842.7
320000.0,103.0,4.0,12.0,1.0,1.0,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,862.0
132000.0,42.0,2.0,6.0,1.0,2.0,0.0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,7525.5
131517.0,40.0,2.0,23.0,1.0,1.0,8.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,8901.1
87000.0,20.0,0.0,21.0,1.0,2.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,3729.4
225000.0,71.0,3.0,14.0,1.0,2.0,0.0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,8632.6
215379.0,79.0,4.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,8901.1
633600.0,144.0,5.0,21.0,1.0,1.0,0.0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,4447.2
134208.0,42.0,2.0,12.0,1.0,6.0,0.0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,9140.5
250000.0,40.0,2.0,1.0,1.0,2.0,0.0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,963.7
270600.0,82.0,3.0,21.0,1.0,6.0,16.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2480.0
140183.0,38.65,2.0,1.0,1.0,4.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12520.3
385950.0,83.0,3.0,1.0,1.0,4.0,0.0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,14819.7
135000.0,48.0,2.0,23.0,1.0,0.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,13502.0
300000.0,46.0,2.0,12.0,1.0,1.0,0.0,0,1,1,0,1,0,1,1,1,0,0,0,0,0,2696.2
265000.0,81.0,4.0,1.0,1.0,6.0,0.0,1,1,1,0,0,0,1,1,0,1,0,0,0,1,10211.8
160000.0,62.0,3.0,1.0,1.0,1.0,0.0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,5253.8
335000.0,75.0,3.0,15.0,1.0,2.0,0.0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,3249.1
329000.0,76.0,3.0,1.0,1.0,2.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,4716.1
679000.0,123.0,4.0,1.0,1.0,5.0,0.0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,2517.0
215000.0,97.0,5.0,21.0,1.0,5.0,0.0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,3678.9
499000.0,84.0,4.0,17.0,1.0,2.0,0.0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1739.6
344995.0,106.0,5.0,14.0,1.0,1.0,0.0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,2392.1
219000.0,70.0,3.0,15.0,1.0,2.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,12385.6
270000.0,90.0,4.0,1.0,1.0,5.0,0.0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,867.7
633600.0,144.0,5.0,21.0,1.0,1.0,0.0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,4447.2
391000.0,78.0,3.0,21.0,1.0,4.0,0.0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,3839.4
378800.0,94.0,4.0,14.0,1.0,1.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5119.2
283000.0,55.0,2.0,12.0,1.0,6.0,0.0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1470.1
671864.0,164.0,4.0,14.0,1.0,6.0,0.0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,6923.4
538000.0,116.0,5.0,15.0,1.0,2.0,0.0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,2184.8
452000.0,113.0,4.0,1.0,1.0,1.0,0.0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,3839.4
544000.0,136.0,4.0,12.0,1.0,1.0,0.0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,3839.4
350000.0,89.0,3.0,23.0,1.0,1.0,0.0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,2802.9
701522.0,171.0,4.0,12.0,1.0,6.0,0.0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,6923.4
654985.0,158.0,4.0,1.0,1.0,6.0,0.0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,6923.4
435000.0,55.0,4.0,1.0,1.0,1.0,0.0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,2771.6
249000.0,80.0,3.0,23.0,1.0,1.0,0.0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1739.6
349000.0,112.0,4.0,16.0,1.0,1.0,0.0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,2932.4
200000.0,140.0,3.0,1.0,1.0,1.0,0.0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1595.4
135000.0,62.0,2.0,1.0,1.0,1.0,0.0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,4006.2
549369.0,132.0,4.0,12.0,1.0,6.0,0.0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,6923.4
298000.0,71.0,3.0,1.0,1.0,2.0,0.0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,3839.4
577104.0,140.0,4.0,14.0,1.0,6.0,0.0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,6923.4
189000.0,90.0,3.0,1.0,1.0,6.0,0.0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,5100.5
261000.0,87.0,4.0,15.0,1.0,2.0,0.0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,8997.8
210000.0,45.0,1.0,23.0,1.0,1.0,0.0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,2977.3
152982.0,55.0,3.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,8901.1
95000.0,42.0,2.0,1.0,1.0,5.0,0.0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,4340.9
174015.0,64.0,3.0,1.0,1.0,1.0,0.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,8901.1
196200.0,67.0,3.0,14.0,1.0,5.0,0.0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,10246.9
255150.0,85.0,3.0,15.0,1.0,5.0,0.0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,10246.9
220000.0,57.0,2.0,19.0,1.0,2.0,0.0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,7284.3
129000.0,43.0,1.0,14.0,1.0,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3703.1
139500.0,52.0,2.0,2.0,1.0,2.0,0.0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,8632.6
153900.0,45.5,2.0,1.0,1.0,1.0,2.0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,14685.1
148364.0,50.0,2.0,1.0,1.0,2.0,2.0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,14685.1
142900.0,43.14,2.0,1.0,1.0,2.0,2.0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,14685.1
334788.0,89.0,4.0,1.0,1.0,6.0,0.0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,12520.3
325671.0,75.23,3.0,20.0,1.0,2.0,5.5,1,1,1,1,1,1,1,1,0,0,1,0,1,0,14921.3
220050.0,73.35,4.0,16.0,1.0,2.0,3.0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,12066.2
130578.0,31.0,0.0,17.0,1.0,0.0,0.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,9702.2
350000.0,78.0,3.0,17.0,1.0,0.0,0.0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,9702.2
668800.0,152.0,5.0,21.0,1.0,1.0,0.0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,4447.2
417100.0,97.0,3.0,1.0,1.0,5.0,0.0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1397.1
237271.0,46.09,1.0,20.0,1.0,2.0,5.5,1,1,1,1,1,1,1,1,0,0,1,0,1,0,14921.3
361021.0,86.92,3.0,15.0,1.0,2.0,5.5,1,1,1,1,1,1,1,1,0,0,1,0,1,0,14921.3
454627.0,111.02,3.0,15.0,1.0,2.0,5.5,1,1,1,1,1,1,1,1,0,0,1,0,1,0,14921.3
240000.0,86.0,4.0,14.0,1.0,1.0,4.0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,3920.5
375000.0,112.0,5.0,12.0,1.0,1.0,0.0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,111.0
137800.0,53.0,2.0,1.0,1.0,6.0,0.0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,13134.7
109000.0,37.0,1.0,1.0,1.0,6.0,0.0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,7680.2
250000.0,71.51,3.0,1.0,1.0,6.0,2.5,1,1,1,0,1,1,1,1,0,0,1,0,0,0,9132.0
119000.0,33.17,0.0,1.0,1.0,6.0,2.5,1,1,1,0,1,1,1,1,0,0,1,0,0,0,9132.0
434000.0,72.06,3.0,1.0,1.0,4.0,3.0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,3678.9
315000.0,85.0,4.0,1.0,1.0,5.0,0.0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,862.0
351000.0,90.0,3.0,17.0,1.0,4.0,5.0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,11864.1
352000.0,90.0,3.0,17.0,1.0,4.0,5.0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,11864.1
199025.0,92.0,3.0,12.0,1.0,6.0,9.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,15249.9
299000.0,77.0,3.0,14.0,1.0,6.0,0.0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,2228.2
280000.0,92.0,3.0,14.0,1.0,1.0,0.0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,2228.2
821340.0,176.0,5.0,1.0,1.0,1.0,30.0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,4447.2
183584.0,57.0,3.0,12.0,1.0,6.0,0.0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,9140.5
318500.0,91.0,3.0,2.0,1.0,4.0,3.0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,11864.1
332500.0,95.0,3.0,15.0,1.0,4.0,3.0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,11864.1
414000.0,120.0,4.0,2.0,1.0,4.0,10.0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,11864.1
135000.0,50.0,2.0,1.0,1.0,0.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,21719.6
190000.0,71.5,3.0,18.0,1.0,1.0,3.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,12004.9
218000.0,72.0,3.0,1.0,1.0,5.0,4.0,1,1,1,0,0,0,1,1,1,1,0,1,0,0,4349.9
133000.0,47.0,2.0,3.0,1.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7372.3
182500.0,68.0,3.0,18.0,1.0,2.0,5.0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,8348.3
432000.0,96.0,4.0,1.0,1.0,0.0,6.0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,2228.2
343152.0,95.0,4.0,15.0,1.0,4.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,9970.4
431548.0,83.0,3.0,1.0,1.0,4.0,0.0,1,1,1,1,0,1,1,1,0,0,0,1,0,0,3839.4
242760.0,59.0,3.0,1.0,1.0,1.0,0.0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,8304.9
341000.0,75.0,3.0,1.0,1.0,0.0,6.0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,2228.2
251600.0,62.0,3.0,1.0,1.0,1.0,0.0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,5119.2
189000.0,54.0,2.0,14.0,1.0,2.0,0.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,7284.3
495690.0,120.0,4.0,20.0,1.0,0.0,0.0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,9702.2
134000.0,29.0,0.0,20.0,1.0,0.0,0.0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,9702.2
304155.0,67.0,3.0,22.0,1.0,1.0,0.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,5229.8
378270.0,84.0,3.0,22.0,1.0,1.0,0.0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,5229.8
278500.0,62.0,2.0,22.0,1.0,5.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1995.7
340000.0,76.0,3.0,21.0,1.0,5.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5229.8
259650.0,58.0,2.0,1.0,1.0,5.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5229.8
433200.0,96.0,3.0,21.0,1.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5229.8
295000.0,71.0,3.0,3.0,1.0,2.0,0.0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,3474.2
105000.0,35.0,1.0,21.0,1.0,5.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1881.1
242000.0,74.0,3.0,12.0,1.0,6.0,0.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,4616.5
167000.0,69.0,3.0,21.0,1.0,5.0,0.0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,3920.5
140000.0,55.0,2.0,14.0,1.0,5.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,16348.6
312800.0,92.0,4.0,14.0,1.0,1.0,92.0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,1464.2
121000.0,29.0,2.0,23.0,1.0,1.0,7.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,2482.9
285000.0,77.0,3.0,14.0,1.0,5.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1470.1
161900.0,48.0,2.0,12.0,1.0,2.0,0.0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,9823.6
142900.0,43.0,2.0,12.0,1.0,2.0,0.0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,14685.1
152900.0,43.0,2.0,12.0,1.0,2.0,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,9823.6
225000.0,54.0,2.0,16.0,1.0,2.0,4.0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,3474.2
499000.0,84.0,3.0,17.0,1.0,1.0,3.0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1739.6
148959.0,45.0,2.0,1.0,1.0,6.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,12520.3
140183.0,39.0,2.0,15.0,1.0,6.0,0.0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,12520.3
245000.0,54.0,3.0,12.0,1.0,2.0,2.0,1,1,1,0,1,0,1,1,0,0,1,1,0,1,3850.8
376000.0,94.0,4.0,1.0,1.0,2.0,10.0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,2611.8
155000.0,40.0,2.0,23.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3772.1
235000.0,65.0,3.0,3.0,1.0,2.0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8085.7
309000.0,76.0,3.0,21.0,1.0,1.0,0.0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1881.1
310000.0,98.0,3.0,15.0,1.0,4.0,0.0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,2138.1
224000.0,69.0,3.0,16.0,1.0,4.0,0.0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,8976.7
315374.0,71.88,3.0,2.0,1.0,2.0,5.5,1,1,1,1,1,1,1,1,0,0,1,0,1,0,14921.3
399000.0,95.0,3.0,12.0,1.0,5.0,0.0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1712.2
179738.0,69.13,3.0,1.0,1.0,5.0,0.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,15860.2
170768.0,65.58,3.0,14.0,1.0,5.0,0.0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,15860.2
188700.0,74.0,3.0,23.0,1.0,5.0,0.0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1225.5
220000.0,55.0,2.0,1.0,1.0,6.0,0.0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,9701.7
150000.0,42.0,2.0,16.0,1.0,2.0,0.0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,14685.1
111000.0,33.0,0.0,23.0,1.0,2.0,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,9072.0
227833.0,66.0,3.0,1.0,1.0,6.0,0.0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,12520.3
368035.0,98.0,4.0,1.0,1.0,6.0,0.0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,12520.3
140000.0,57.0,3.0,21.0,1.0,1.0,0.0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,4340.9
170000.0,52.0,2.0,1.0,1.0,6.0,0.0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,11394.5
490000.0,97.0,4.0,7.0,1.0,2.0,0.0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,4542.2
238000.0,74.0,3.0,12.0,1.0,4.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,4616.5
221000.0,88.0,3.0,15.0,1.0,2.0,0.0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,9462.0
325000.0,72.0,4.0,16.0,1.0,6.0,0.0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2517.0
350000.0,84.0,4.0,15.0,1.0,2.0,0.0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,11482.8
245000.0,77.0,3.0,12.0,1.0,1.0,0.0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,11591.3
506601.0,123.0,4.0,1.0,1.0,6.0,0.0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,6923.4
420000.0,90.0,2.0,21.0,1.0,2.0,0.0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,3250.5
550000.0,100.0,4.0,23.0,1.0,5.0,0.0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,862.0
255150.0,85.0,3.0,15.0,1.0,5.0,0.0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,10246.9
212240.0,75.8,3.0,21.0,1.0,1.0,0.0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,10246.9
1150000.0,1132.0,5.0,14.0,1.0,4.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12668.5
203339.0,67.78,3.0,14.0,1.0,1.0,28.83,1,0,0,1,1,1,1,0,1,0,0,0,0,0,10246.9
